Coord_x,Coord_y,ISOS_z,ISOS_Size_x,ISOS_Size_y,COST_z,COST_Size_x,COST_Size_y,"Cone_Type(L=1;M=2;S=3; Undertermined=4, can ignore)"
224,206,30.96619333,7.415742206,9.751177962,59.71081465,8.126785206,7.937899397,1
224,282,30.39642849,9.12713339,11.58330051,56.46735677,9.701283285,10.04382233,1
225,39,31.40042647,8.994353042,12.63994163,NaN,NaN,NaN,1
225,113,30.48059979,7.696099855,11.50605693,59.67328679,10.81940554,10.51175789,1
225,134,34.68205347,8.724237738,9.56088659,62.31852793,12.22000895,8.876190237,1
225,165,33.7010321,11.82583487,18.44252319,58.90960488,7.991129502,15.15247059,1
225,178,32.60585372,5.986727788,8.774577957,57.99075053,6.893152602,9.145923376,1
226,11,31.73192845,19.71263488,18.9321676,61.06833501,8.773598842,9.751096656,1
226,190,31.91646087,10.97378711,8.96106985,60.62091033,10.18984709,8.894232122,1
226,252,30.52103169,8.526683385,10.11409308,59.3512867,11.93855675,16.49295535,1
227,29,32.92878555,7.150542626,8.813503045,62.93011304,11.61373825,9.943690529,1
227,56,30.9052697,7.58341471,10.47030502,56.15325442,6.323435751,9.907891812,1
228,68,30.62422044,7.122863821,12.89846764,56.67272182,6.332001709,10.75634178,1
228,86,29.51030981,14.03088641,11.90598388,58.9365914,9.686515907,10.11423545,1
229,19,32.6269696,7.558874384,7.658931351,58.65257856,8.888252062,9.640500769,3
229,35,32.18816666,8.417576362,9.90073364,62.81419608,8.81795706,12.10022018,1
229,76,31.79025279,12.44827213,10.51731398,59.61833789,8.384221586,11.67512301,1
229,198,32.02322559,6.484134709,8.655865644,58.97203826,7.543356303,8.356084789,1
229,243,31.2702017,8.65235628,10.17320304,58.49819194,10.24963793,11.86752457,1
229,277,31.10447141,9.273058386,11.2798564,55.17762753,11.36350042,12.17090579,NaN
230,117,29.67963594,8.680427019,11.28494142,58.65506313,15.70030538,16.54654182,1
230,126,31.07803084,7.58043906,10.80382556,58.1804706,16.87132882,13.08131038,1
231,98,30.3759997,12.39146147,16.02799465,59.91241682,9.481163993,9.667690562,1
231,146,31.59026123,5.891522034,7.838456949,61.38213268,9.192837866,18.18565513,1
231,258,30.51816217,10.15868613,12.67831257,54.79033748,8.308538336,8.609344568,1
233,106,32.54214683,7.697975927,9.363932887,59.93590268,8.272780395,9.228714676,1
233,172,32.11752817,6.470344146,7.732372392,60.07738157,7.824089773,8.656443058,1
233,189,34.28779082,6.473821374,6.524723104,60.34142901,7.533108745,7.937142887,1
233,222,33.58067259,8.330000991,12.52882146,62.05983681,8.989410224,10.96781151,1
233,231,31.69350462,7.211612096,9.042770349,57.73035401,7.3127411,9.923205437,1
233,268,32.01990935,7.541075234,8.872158738,59.11234664,10.78371771,10.2929806,1
234,208,34.89688632,7.00055762,9.330256086,60.43236627,8.812312507,11.01864443,3
235,42,32.65274191,6.246323472,8.333769662,59.17038518,7.74058497,9.937770363,1
235,66,31.78287795,6.586123926,9.663541018,61.85848412,10.38595281,11.7148976,1
235,77,29.31473243,10.46056478,10.89353854,57.67771143,9.587310289,9.32076485,1
236,18,30.72609767,6.68862275,11.51046799,56.52202599,7.497964339,10.45094433,1
236,131,31.42713608,7.866915458,10.09769713,60.28437003,8.192757002,8.641978188,1
236,154,33.67934778,8.024174022,8.845912355,58.02198692,9.063348384,9.642916485,3
236,198,31.80540729,8.166871768,8.64095769,58.74514766,9.363463121,9.406171721,1
236,275,32.85157887,13.93102236,15.56076581,60.48048908,8.203144078,10.09118445,1
237,9,32.35270856,9.829102445,14.50374354,59.21575594,8.632238894,10.22509673,1
237,33,32.38219656,7.25318364,8.571824769,63.5492326,9.013697855,9.784570509,1
237,100,30.27985768,8.469482542,15.62416655,60.25011581,8.151746089,9.46354208,1
237,120,31.57643978,6.761908166,7.957586161,57.39768446,7.085852417,8.513377081,1
237,250,35.55275985,7.690936257,9.197184172,64.54999247,9.758070561,11.55209062,3
133.3702479,88.33553719,30.07339826,11.01686594,13.15548386,58.87666952,13.33455481,12.21572305,1
78.94380165,257.446281,31.10024523,8.895490681,8.906239725,56.38566313,11.45117065,11.18334989,1
62.66446281,243.353719,31.0771016,6.993403143,9.49607275,59.33678816,10.60248225,12.84501404,1
100.8115702,161.9570248,NaN,NaN,NaN,NaN,NaN,NaN,3
215.356405,220.3882231,31.90390176,8.361103156,11.48145299,61.9391404,9.551180418,9.74281285,1
20.1588843,113.7840909,31.32814151,8.208277031,13.49547902,55.66087795,10.89502978,15.05414278,1
30.62458678,26.89442149,32.39544973,7.790097152,9.278163438,56.98308345,8.951180617,13.33181883,1
144.7737603,101.371281,32.93515567,7.494512708,8.968266905,64.03005231,11.36813403,11.30079824,1
191.5043388,107.6993802,30.20289193,8.564292012,19.95480064,55.555392,9.121800859,11.61517916,1
